EntryID,Z-number,Anglealpha,Anglebeta,Anglegamma,a,b,c,ExperimentalMethod,DepositionDate,ReleaseDate,PDBID,TotalNumberofNon-polymerInstances,MolecularWeightperDepositedModel,NumberofDistinctNon-polymerEntities,RefinementResolution,EntryPolymerTypes,StructureDeterminationMethodology,AverageBFactor,RFree,RWork,RAll,RObserved,HighResolutionLimit,StuctureKeywords,SpaceGroup,NumberofDistinctFreeLigands,TotalNumberofFreeLigands,NumberofDistinctLigands,TotalNumberofLigands
2VSL,16,90,90,90,102.478,102.478,65.218,X-RAY DIFFRACTION,2008-04-24,2008-09-02,2VSL,2,13.16,2,2.1,Protein (only),experimental,35.1,0.226,0.218,NA,0.218,2.1,LIGASE,I 4 2 2,1,1,1,1
2VSM,4,90,90,90,63.236,95.834,97.909,X-RAY DIFFRACTION,2008-04-25,2008-05-20,2VSM,5,63.83,2,1.8,Protein (only),experimental,11.79,0.198,0.152,NA,0.154,1.8,HYDROLASE,P 21 21 21,1,1,1,1
2VSR,8,90,103.02,90,93.182,61.674,118.941,X-RAY DIFFRACTION,2008-04-29,2008-08-19,2VSR,3,63.79,1,2.05,Protein (only),experimental,34.2,0.266,0.226,NA,0.226,2.05,RECEPTOR,C 1 2 1,1,3,1,3
2VSU,12,90,90,90,90.081,130.122,144.743,X-RAY DIFFRACTION,2008-04-29,2008-05-27,2VSU,6,190.25,2,1.9,Protein (only),experimental,25.38,0.23,0.188,NA,0.191,1.9,LYASE,P 21 21 21,2,6,2,6
2VSY,8,90,90,90,81.523,100.096,156.274,X-RAY DIFFRACTION,2008-05-01,2008-11-18,2VSY,10,124.18,4,2.1,Protein (only),experimental,39.62,0.236,0.193,NA,0.194,2.1,TRANSFERASE,P 21 21 21,3,7,3,7
2VT3,8,90,125.8,90,128.46,53.52,86.24,X-RAY DIFFRACTION,2008-05-08,2008-09-09,2VT3,2,49.26,1,2,Protein (only),experimental,10.02,0.242,0.194,NA,0.196,2,TRANSCRIPTION,C 1 2 1,1,2,1,2
2VT7,8,90,90,90,91.58,106.06,150.4,X-RAY DIFFRACTION,2008-05-09,2008-07-22,2VT7,14,123.63,3,2.2,Protein (only),experimental,41.3,0.237,0.2,NA,0.2,2.2,HYDROLASE,P 21 21 21,2,10,2,10
2VTA,4,90,90,90,53.457,71.316,72.458,X-RAY DIFFRACTION,2008-05-13,2008-08-05,2VTA,3,34.28,2,2,Protein (only),experimental,48.64,0.2801,0.2333,NA,0.2356,2,TRANSFERASE,P 21 21 21,2,3,2,3
2VTD,4,90,90,90,65.26,65.26,134.73,X-RAY DIFFRACTION,2008-05-14,2008-11-25,2VTD,2,48.56,2,1.94,Protein (only),experimental,24.01,0.227,0.191,NA,0.193,1.94,LIGASE,P 41,2,2,2,2
2VTE,4,90,90,90,65.65,65.65,135.5,X-RAY DIFFRACTION,2008-05-14,2008-11-25,2VTE,2,48.54,2,2.2,Protein (only),experimental,32.78,0.276,0.209,NA,0.212,2.2,LIGASE,P 41,2,2,2,2
2VTF,8,90,90,90,89.84,226.76,68.35,X-RAY DIFFRACTION,2008-05-14,2009-03-31,2VTF,8,141.89,2,1.79,Protein (only),experimental,18.14,0.202,0.164,NA,0.166,1.79,HYDROLASE,P 21 21 2,2,8,2,8
2VTH,4,90,90,90,53.481,71.648,72.181,X-RAY DIFFRACTION,2008-05-15,2008-08-05,2VTH,2,34.29,2,1.9,Protein (only),experimental,35.34,0.2406,0.1982,NA,0.2003,1.9,TRANSFERASE,P 21 21 21,2,2,2,2
2VTI,4,90,90,90,53.097,71.77,71.894,X-RAY DIFFRACTION,2008-05-15,2008-08-05,2VTI,1,34.29,1,2,Protein (only),experimental,27.64,0.1994,0.1666,NA,0.1682,2,TRANSFERASE,P 21 21 21,1,1,1,1
2VTJ,4,90,90,90,53.643,72.107,72.332,X-RAY DIFFRACTION,2008-05-15,2008-08-05,2VTJ,2,34.35,2,2.2,Protein (only),experimental,37.49,0.2622,0.186,NA,0.1896,2.2,TRANSFERASE,P 21 21 21,2,2,2,2
2VTL,4,90,90,90,53.467,71.627,71.982,X-RAY DIFFRACTION,2008-05-15,2008-08-05,2VTL,1,34.16,1,2,Protein (only),experimental,33.29,0.2349,0.1788,NA,0.1816,2,TRANSFERASE,P 21 21 21,1,1,1,1
2VTN,4,90,90,90,53.513,71.956,71.69,X-RAY DIFFRACTION,2008-05-15,2008-08-05,2VTN,1,34.24,1,2.2,Protein (only),experimental,38.93,0.2506,0.2043,NA,0.2067,2.2,TRANSFERASE,P 21 21 21,1,1,1,1
2VTO,4,90,90,90,53.792,72.112,72.364,X-RAY DIFFRACTION,2008-05-15,2008-08-05,2VTO,1,34.3,1,2.19,Protein (only),experimental,29.17,0.241,0.1743,NA,0.1778,2.19,TRANSFERASE,P 21 21 21,1,1,1,1
2VTP,4,90,90,90,53.569,71.774,72.013,X-RAY DIFFRACTION,2008-05-15,2008-08-05,2VTP,1,34.34,1,2.15,Protein (only),experimental,35.36,0.2473,0.1863,NA,0.1892,2.15,TRANSFERASE,P 21 21 21,1,1,1,1
2VTQ,4,90,90,90,53.512,71.311,72.101,X-RAY DIFFRACTION,2008-05-15,2008-08-05,2VTQ,1,34.33,1,1.9,Protein (only),experimental,37.63,0.2436,0.2002,NA,0.2023,1.9,TRANSFERASE,P 21 21 21,1,1,1,1
2VTR,4,90,90,90,53.262,71.758,71.346,X-RAY DIFFRACTION,2008-05-15,2008-08-05,2VTR,1,34.21,1,1.89,Protein (only),experimental,39.66,0.2613,0.2068,NA,0.2095,1.89,TRANSFERASE,P 21 21 21,1,1,1,1
2VTS,4,90,90,90,53.554,71.823,72.271,X-RAY DIFFRACTION,2008-05-15,2008-08-05,2VTS,1,34.29,1,1.9,Protein (only),experimental,36.68,0.2608,0.2099,NA,0.2125,1.9,TRANSFERASE,P 21 21 21,1,1,1,1
2VTT,4,90,90,90,53.567,71.476,72.116,X-RAY DIFFRACTION,2008-05-15,2008-08-05,2VTT,1,34.33,1,1.68,Protein (only),experimental,33.88,0.2274,0.1994,NA,0.2008,1.68,TRANSFERASE,P 21 21 21,1,1,1,1
2VTV,8,90,99.78,90,176.383,46.38,85.779,X-RAY DIFFRACTION,2008-05-16,2008-08-26,2VTV,1,72.57,1,1.9,Protein (only),experimental,18.46,0.188,0.142,NA,0.145,1.9,HYDROLASE,C 1 2 1,1,1,1,1
2VTW,48,90,90,90,235.75,235.75,61.75,X-RAY DIFFRACTION,2008-05-16,2008-06-17,2VTW,12,132.31,2,2,Protein (only),experimental,15.84,0.214,0.175,NA,0.177,2,VIRAL PROTEIN,P 41 21 2,2,12,2,12
2VU0,8,90,92.66,90,84.402,79.056,148.802,X-RAY DIFFRACTION,2008-05-19,2008-10-28,2VU0,7,164.24,3,1.87,Protein (only),experimental,7.132,0.22947,0.19385,NA,0.19549,1.87,TRANSFERASE,P 1 21 1,3,7,3,7
2VU1,8,90,92.93,90,84.298,78.737,148.339,X-RAY DIFFRACTION,2008-05-19,2008-10-28,2VU1,8,163.42,3,1.51,Protein (only),experimental,9.494,0.24726,0.21543,NA,0.21574,1.51,TRANSFERASE,P 1 21 1,2,7,2,7
2VU3,4,90,90,90,53.681,71.516,72.048,X-RAY DIFFRACTION,2008-05-20,2008-08-05,2VU3,1,34.36,1,1.85,Protein (only),experimental,36.23,0.246,0.2024,NA,0.2046,1.85,TRANSFERASE,P 21 21 21,1,1,1,1
2VUD,8,90,93.86,90,53.079,73.179,55.367,X-RAY DIFFRACTION,2008-05-22,2009-07-21,2VUD,14,48.48,4,1.7,Protein (only),experimental,15.02,0.218,0.203,NA,0.204,1.7,SUGAR BINDING PROTEIN,P 1 21 1,3,6,3,6
2VUJ,4,90,90,90,36.301,63.368,75.266,X-RAY DIFFRACTION,2008-05-26,2008-06-17,2VUJ,1,23.64,1,1.8,Protein (only),experimental,15.02,0.241,0.185,NA,0.188,1.8,HYDROLASE,P 21 21 21,1,1,1,1
2VUK,8,90,90,90,65.093,71.234,105.207,X-RAY DIFFRACTION,2008-05-26,2008-07-22,2VUK,3,49.43,2,1.5,Protein (only),experimental,15.9,0.208,0.186,NA,0.186,1.5,TRANSCRIPTION,P 21 21 21,1,1,1,1
2VUL,4,90,101.9,90,64.669,33.594,83.142,X-RAY DIFFRACTION,2008-05-27,2008-06-17,2VUL,5,25.27,2,1.9,Protein (only),experimental,12.47,0.204,0.15,NA,0.153,1.9,HYDROLASE,C 1 2 1,2,5,2,5
2VUN,32,90,90,90,146.352,159.824,161.683,X-RAY DIFFRACTION,2008-05-27,2008-12-09,2VUN,17,160.95,4,1.89,Protein (only),experimental,25.08,0.198,0.176,NA,0.176,1.89,HYDROLASE,C 2 2 21,2,9,2,9
2VUR,16,90,90,90,130.47,149.731,152.121,X-RAY DIFFRACTION,2008-05-29,2009-02-10,2VUR,3,134.01,2,2.2,Protein (only),experimental,44,0.241,0.195,NA,0.196,2.2,HYDROLASE,I 21 21 21,2,3,2,3
2VUW,4,90,90,90,78.661,78.775,79.86,X-RAY DIFFRACTION,2008-05-30,2008-09-16,2VUW,5,39.39,5,1.8,Protein (only),experimental,26.36,0.1691,0.1468,NA,0.1478,1.8,TRANSFERASE,P 21 21 21,4,4,4,4
2VV1,4,90,102.75,90,93.199,62.198,118.891,X-RAY DIFFRACTION,2008-06-02,2008-08-19,2VV1,2,63.6,1,2.2,Protein (only),experimental,51.4,0.277,0.239,NA,0.239,2.2,RECEPTOR,C 1 2 1,1,2,1,2
2VV6,4,73.68,70.36,72.33,48.803,50.002,58.999,X-RAY DIFFRACTION,2008-06-04,2008-11-04,2VV6,11,56.33,3,1.5,Protein (only),experimental,23.98,0.211,0.182,NA,0.183,1.5,"SIGNALING PROTEIN, TRANSFERASE",P 1,1,4,1,4
2VV7,4,73.19,71.12,71.74,48.646,49.814,58.76,X-RAY DIFFRACTION,2008-06-04,2008-11-04,2VV7,7,56.21,3,1.81,Protein (only),experimental,40.58,0.247,0.197,NA,0.199,1.81,"SIGNALING PROTEIN, TRANSFERASE",P 1,1,2,1,2
2VV8,4,73.37,70.26,72.13,48.923,50.296,58.993,X-RAY DIFFRACTION,2008-06-04,2008-11-04,2VV8,11,56.32,4,1.61,Protein (only),experimental,16.99,0.249,0.206,NA,0.208,1.61,SIGNALING PROTEIN,P 1,2,6,2,6
2VV9,4,90,90,90,53.252,71.153,71.933,X-RAY DIFFRACTION,2008-06-04,2008-08-05,2VV9,1,34.44,1,1.9,Protein (only),experimental,22.15,0.228,0.189,NA,0.191,1.9,TRANSFERASE,P 21 21 21,1,1,1,1
2VVA,2,90,104.84,90,42.589,41.577,72.636,X-RAY DIFFRACTION,2008-06-04,2009-07-14,2VVA,6,29.72,4,1.56,Protein (only),experimental,9.79,0.2,0.153,NA,0.156,1.56,LYASE,P 1 21 1,3,5,3,5
2VVB,2,90,104.79,90,42.667,41.653,72.91,X-RAY DIFFRACTION,2008-06-04,2009-07-14,2VVB,7,29.84,5,1.66,Protein (only),experimental,13.64,0.213,0.168,NA,0.171,1.66,LYASE,P 1 21 1,4,6,4,6
2VVC,4,90,92.12,90,48.96,77.19,74.76,X-RAY DIFFRACTION,2008-06-05,2009-07-07,2VVC,5,67.56,3,1.95,Protein (only),experimental,13.43,0.275,0.199,NA,0.203,1.95,HYDROLASE,P 1 21 1,1,2,1,2
2VVE,8,90,90,90,107.894,107.894,44.171,X-RAY DIFFRACTION,2008-06-06,2008-09-16,2VVE,5,57.38,2,1.77,Protein (only),experimental,18.65,0.226,0.173,NA,0.176,1.77,VIRAL PROTEIN,P 4,1,1,1,1
2VVG,2,89.3,87.52,84.29,44.875,48.223,72.021,X-RAY DIFFRACTION,2008-06-08,2008-07-08,2VVG,4,78.18,2,1.6,Protein (only),experimental,NA,0.2239,0.2029,NA,0.2029,1.6,MOTOR PROTEIN,P 1,1,2,1,2
2VVH,16,90,90,90,86.34,96.55,139.83,X-RAY DIFFRACTION,2008-06-09,2008-11-11,2VVH,19,105.72,2,1.8,Protein (only),experimental,23.109,0.21889,0.18486,NA,0.18656,1.8,FLUORESCENT PROTEIN,P 21 21 21,2,19,2,19
2VVI,16,90,90,90,81.31,96.38,140.61,X-RAY DIFFRACTION,2008-06-09,2008-11-11,2VVI,20,105.82,2,2,Protein (only),experimental,27.375,0.25138,0.19319,NA,0.1961,2,FLUORESCENT PROTEIN,P 21 21 21,2,20,2,20
2VVJ,16,90,90,90,85.67,96.62,140.17,X-RAY DIFFRACTION,2008-06-09,2008-08-12,2VVJ,19,105.72,2,2,Protein (only),experimental,30.429,0.2324,0.18626,NA,0.18853,2,FLUORESCENT PROTEIN,P 21 21 21,2,19,2,19
2VVK,4,90,90,90,25.405,38.681,50.87,X-RAY DIFFRACTION,2008-06-09,2009-05-19,2VVK,1,6.46,1,1.6,Protein (only),experimental,8.68,0.178,0.159,NA,0.16,1.6,PROTEIN BINDING,P 21 21 21,1,1,1,1
2VVM,16,90,90,90,107.419,107.419,235.4,X-RAY DIFFRACTION,2008-06-10,2008-11-04,2VVM,10,113.32,3,1.85,Protein (only),experimental,25.69,0.205,0.181,NA,0.182,1.85,OXIDOREDUCTASE,P 43 21 2,3,10,3,10
2VVN,2,104.53,94,102.89,51.511,94.503,99.227,X-RAY DIFFRACTION,2008-06-10,2008-07-01,2VVN,4,169.78,3,1.85,Protein (only),experimental,23.728,0.22424,0.1803,NA,0.18252,1.85,HYDROLASE,P 1,3,4,3,4
2VVO,20,90,98.92,90,152.744,92.501,60.967,X-RAY DIFFRACTION,2008-06-10,2008-07-01,2VVO,5,87.8,1,1.85,Protein (only),experimental,18.56,0.196,0.16,NA,0.162,1.85,ISOMERASE,C 1 2 1,1,5,1,5
2VVP,20,90,95.51,90,136.832,103.058,69.728,X-RAY DIFFRACTION,2008-06-10,2008-07-01,2VVP,10,88.8,2,1.65,Protein (only),experimental,13.95,0.187,0.166,NA,0.168,1.65,ISOMERASE,C 1 2 1,2,10,2,10
2VVQ,20,90,96.18,90,136.369,102.119,69.604,X-RAY DIFFRACTION,2008-06-10,2008-07-01,2VVQ,7,87.92,2,2,Protein (only),experimental,12.1,0.193,0.159,NA,0.161,2,ISOMERASE,C 1 2 1,2,7,2,7
2VVT,8,90,90,90,44.402,69.432,165.12,X-RAY DIFFRACTION,2008-06-11,2008-06-24,2VVT,4,63.68,2,1.65,Protein (only),experimental,11.57,0.184,0.15,NA,0.152,1.65,ISOMERASE,P 21 21 21,2,4,2,4
2VVV,4,90,90,90,48.83,74.79,77.15,X-RAY DIFFRACTION,2008-06-12,2009-07-07,2VVV,3,33.77,3,1.73,Protein (only),experimental,23.39,0.251,0.185,NA,0.189,1.73,BLOOD CLOTTING,P 21 21 21,1,1,1,1
2VW2,4,90,90,90,76.642,82.684,116.7,X-RAY DIFFRACTION,2008-06-13,2008-06-24,2VW2,3,78.29,2,1.7,Protein (only),experimental,18.51,0.229,0.194,NA,0.196,1.7,HYDROLASE,P 21 21 21,2,3,2,3
2VW4,18,90,90,120,89.08,89.08,288.303,X-RAY DIFFRACTION,2008-06-16,2008-09-09,2VW4,8,73.91,3,1.9,Protein (only),experimental,19.63,0.197,0.162,NA,0.164,1.9,OXIDOREDUCTASE,H 3,1,2,1,2
2VW5,16,90,89.98,90,104.193,104.785,109.913,X-RAY DIFFRACTION,2008-06-16,2008-09-02,2VW5,13,99.71,2,1.9,Protein (only),experimental,28.37,0.226,0.188,NA,0.19,1.9,CHAPERONE,C 1 2 1,2,13,2,13
2VW6,18,90,90,120,89.099,89.099,288.395,X-RAY DIFFRACTION,2008-06-16,2008-09-09,2VW6,8,73.91,3,1.9,Protein (only),experimental,21.16,0.194,0.162,NA,0.163,1.9,OXIDOREDUCTASE,H 3,1,2,1,2
2VW7,18,90,90,120,89.072,89.072,288.268,X-RAY DIFFRACTION,2008-06-16,2008-09-09,2VW7,8,73.91,3,1.9,Protein (only),experimental,19.92,0.201,0.162,NA,0.164,1.9,OXIDOREDUCTASE,H 3,1,2,1,2
2VWG,8,90,90,90,61.647,112.205,150.597,X-RAY DIFFRACTION,2008-06-24,2009-01-13,2VWG,3,40.27,3,2,Protein (only),experimental,34.12,0.159,0.135,NA,0.136,2,OXIDOREDUCTASE,I 2 2 2,2,2,2,2
2VWH,8,90,90,90,61.492,112.703,151.452,X-RAY DIFFRACTION,2008-06-24,2009-01-13,2VWH,3,40.27,3,2.03,Protein (only),experimental,29.38,0.159,0.134,NA,0.135,2.03,OXIDOREDUCTASE,I 2 2 2,2,2,2,2
2VWI,16,90,90,90,74.13,99.9,158.525,X-RAY DIFFRACTION,2008-06-25,2008-07-08,2VWI,18,140.25,3,2.15,Protein (only),experimental,51.05,0.287,0.253,NA,0.253,2.15,TRANSFERASE,P 21 21 21,1,4,1,4
2VWL,8,90,90,90,105.8,105.8,49.72,X-RAY DIFFRACTION,2008-06-26,2009-07-07,2VWL,4,33.84,4,1.8,Protein (only),experimental,29.85,0.25,0.194,NA,0.197,1.8,BLOOD CLOTTING,P 43 21 2,2,2,2,2
2VWM,4,90,92.07,90,48.93,77.11,74.87,X-RAY DIFFRACTION,2008-06-26,2009-07-07,2VWM,4,67.66,2,1.96,Protein (only),experimental,30.68,0.273,0.2,NA,0.204,1.96,BLOOD CLOTTING,P 1 21 1,1,2,1,2
2VWN,8,90,90,90,105.54,105.54,49.79,X-RAY DIFFRACTION,2008-06-26,2009-07-07,2VWN,6,33.88,4,1.61,Protein (only),experimental,25.79,0.228,0.191,NA,0.193,1.61,BLOOD CLOTTING,P 43 21 2,2,3,2,3
2VWO,8,90,90,90,105.281,105.281,49.405,X-RAY DIFFRACTION,2008-06-26,2009-07-07,2VWO,7,33.91,4,1.6,Protein (only),experimental,23.85,0.228,0.194,NA,0.196,1.6,BLOOD CLOTTING,P 43 21 2,2,3,2,3
2VWP,8,90,90,90,60.569,107.725,153.646,X-RAY DIFFRACTION,2008-06-26,2009-01-13,2VWP,2,40.09,2,2.01,Protein (only),experimental,31.07,0.222,0.184,NA,0.186,2.01,OXIDOREDUCTASE,I 2 2 2,1,1,1,1
2VWQ,8,90,90,90,61.884,111.113,152.227,X-RAY DIFFRACTION,2008-06-26,2009-01-13,2VWQ,2,40.09,2,2.1,Protein (only),experimental,31.29,0.175,0.143,NA,0.145,2.1,OXIDOREDUCTASE,I 2 2 2,1,1,1,1
2VWT,24,90,90,90,105.6,137.7,124.1,X-RAY DIFFRACTION,2008-06-26,2008-09-09,2VWT,10,87.54,4,1.93,Protein (only),experimental,37.47,0.206,0.168,NA,0.169,1.93,LYASE,C 2 2 21,3,7,3,7
2VWU,2,90,111.15,90,46.49,53.479,61.392,X-RAY DIFFRACTION,2008-06-27,2008-07-08,2VWU,1,34.41,1,2,Protein (only),experimental,23.29,0.209,0.175,NA,0.177,2,TRANSFERASE,P 1 21 1,1,1,1,1
2VWV,2,90,110.06,90,47.154,52.872,57.09,X-RAY DIFFRACTION,2008-06-27,2008-07-08,2VWV,1,34.35,1,1.9,Protein (only),experimental,36.01,0.287,0.238,NA,0.241,1.9,TRANSFERASE,P 1 21 1,1,1,1,1
2VWW,2,90,111.38,90,46.462,53.414,61.644,X-RAY DIFFRACTION,2008-06-27,2008-07-08,2VWW,1,34.37,1,1.9,Protein (only),experimental,30.52,0.229,0.184,NA,0.186,1.9,TRANSFERASE,P 1 21 1,1,1,1,1
2VWX,2,90,110.57,90,45.777,53.451,61.347,X-RAY DIFFRACTION,2008-06-27,2008-10-28,2VWX,5,34.45,2,1.65,Protein (only),experimental,15.637,0.209,0.1655,NA,0.168,1.65,TRANSFERASE,P 1 21 1,1,1,1,1
2VWY,2,90,110.9,90,46.073,53.479,61.517,X-RAY DIFFRACTION,2008-06-30,2008-10-28,2VWY,4,34.43,2,1.65,Protein (only),experimental,22.255,0.23805,0.18736,NA,0.1899,1.65,TRANSFERASE,P 1 21 1,1,1,1,1
2VWZ,2,90,110.64,90,45.81,53.567,61.373,X-RAY DIFFRACTION,2008-06-30,2008-10-28,2VWZ,4,34.44,2,1.65,Protein (only),experimental,19.227,0.2053,0.16819,NA,0.17011,1.65,TRANSFERASE,P 1 21 1,1,1,1,1
2VX0,2,90,110.91,90,46.123,53.492,61.265,X-RAY DIFFRACTION,2008-06-30,2008-10-28,2VX0,4,34.43,2,2.1,Protein (only),experimental,22.306,0.23286,0.18436,NA,0.18681,2.1,TRANSFERASE,P 1 21 1,1,1,1,1
2VX1,2,90,110.9,90,46.116,53.537,61.505,X-RAY DIFFRACTION,2008-06-30,2008-10-28,2VX1,4,34.39,2,1.65,Protein (only),experimental,19.122,0.2102,0.17069,NA,0.17267,1.65,TRANSFERASE,P 1 21 1,1,1,1,1
2VX4,4,90,90,90,52.273,83.606,84.337,X-RAY DIFFRACTION,2008-07-01,2008-09-16,2VX4,2,44.5,2,1.7,Protein (only),experimental,9.996,0.18814,0.14809,NA,0.15014,1.7,HYDROLASE,P 21 21 21,1,1,1,1
2VX8,16,90,90,90,105.514,115.102,55.44,X-RAY DIFFRACTION,2008-07-01,2008-09-16,2VX8,3,74.83,1,2.2,Protein (only),experimental,42.75,0.28,0.22,NA,0.223,2.2,"ENDOCYTOSIS,EXOCYTOSIS",P 21 21 2,1,3,1,3
2VX9,96,90,90,90,142.94,142.94,142.94,X-RAY DIFFRACTION,2008-07-01,2009-02-17,2VX9,8,7.69,3,1.65,Protein (only),experimental,22.13,0.204,0.185,NA,0.186,1.65,FLAVOPROTEIN,F 41 3 2,2,4,2,4
2VXH,24,90,90,90,164.458,169.335,60.792,X-RAY DIFFRACTION,2008-07-04,2009-03-03,2VXH,17,175.3,3,2.1,Protein (only),experimental,26.167,0.25486,0.2187,NA,0.2205,2.1,OXIDOREDUCTASE,P 21 21 2,2,11,2,11
2VXI,96,90,90,90,208.1,208.1,142.768,X-RAY DIFFRACTION,2008-07-04,2008-11-04,2VXI,65,233.97,3,1.91,Protein (only),experimental,24.852,0.21561,0.17851,NA,0.17925,1.91,METAL TRANSPORT,P 42 21 2,1,29,1,29
2VXK,8,90,90,90,70.606,100.826,55.35,X-RAY DIFFRACTION,2008-07-05,2008-07-15,2VXK,3,22.29,3,1.8,Protein (only),experimental,12.1,0.218,0.178,NA,0.179,1.8,TRANSFERASE,C 2 2 21,3,3,3,3
2VXR,4,90,90,90,41.53,93.44,131.43,X-RAY DIFFRACTION,2008-07-08,2009-07-07,2VXR,5,56.66,2,1.9,Protein (only),experimental,11.31,0.196,0.157,NA,0.159,1.9,TOXIN,P 21 21 21,2,5,2,5
2VXY,6,90,90,120,87.17,87.17,89.46,X-RAY DIFFRACTION,2008-07-15,2008-09-30,2VXY,2,40.63,2,1.7,Protein (only),experimental,34.7,0.218,0.184,NA,0.186,1.7,CELL CYCLE,P 32 2 1,1,1,1,1
2VXZ,4,90,90,90,39.753,46.654,81.363,X-RAY DIFFRACTION,2008-07-15,2009-11-17,2VXZ,2,19.1,2,1.7,Protein (only),experimental,19.65,0.227,0.183,NA,0.185,1.7,VIRAL PROTEIN,P 21 21 21,2,2,2,2
2VY0,4,90,104.97,90,44.363,84.762,69.232,X-RAY DIFFRACTION,2008-07-15,2009-03-24,2VY0,12,61.02,5,2.16,Protein (only),experimental,22.47,0.229,0.191,NA,0.193,2.16,HYDROLASE,P 1 21 1,3,7,3,7
2VYN,12,90,90,90,68.445,103.562,177.832,X-RAY DIFFRACTION,2008-07-25,2008-08-05,2VYN,18,146.6,2,2.2,Protein (only),experimental,25.05,0.224,0.157,NA,0.16,2.2,OXIDOREDUCTASE,P 21 21 21,2,18,2,18
2VYO,4,90,90,90,64.975,81.916,39.201,X-RAY DIFFRACTION,2008-07-25,2008-08-12,2VYO,10,28.68,6,1.5,Protein (only),experimental,22.83,0.215,0.198,NA,0.198,1.5,HYDROLASE,P 21 21 2,4,4,4,4
2VYQ,6,90,90,120,87.021,87.021,96.106,X-RAY DIFFRACTION,2008-07-28,2009-04-21,2VYQ,4,35.13,3,1.9,Protein (only),experimental,12.18,0.185,0.161,NA,0.163,1.9,OXIDOREDUCTASE,P 65,3,4,3,4
2VYR,16,90,104.86,90,79.823,115.2,99.368,X-RAY DIFFRACTION,2008-07-28,2008-11-25,2VYR,4,181.94,1,2,Protein (only),experimental,NA,0.248,0.207,NA,NA,2,IMMUNE SYSTEM,P 1 21 1,1,4,1,4
2VYT,8,90,90,90,38.53,99.21,131.277,X-RAY DIFFRACTION,2008-07-28,2008-08-05,2VYT,3,49.77,2,1.9,Protein (only),experimental,31.26,0.2489,0.2167,NA,0.2167,1.9,TRANSCRIPTION,P 21 21 21,2,3,2,3
2VYW,2,90,94.55,90,26.677,59.604,42.626,X-RAY DIFFRACTION,2008-07-29,2008-08-12,2VYW,2,17.23,2,1.8,Protein (only),experimental,19.29,0.225,0.183,NA,0.185,1.8,OXYGEN BINDING,P 1 21 1,1,1,1,1
2VYX,48,90,90,90,67.63,98.55,139.84,X-RAY DIFFRACTION,2008-07-29,2009-11-17,2VYX,29,107.5,4,1.5,Protein (only),experimental,18.35,0.25,0.218,NA,0.22,1.5,FLAVOPROTEIN,P 21 21 21,3,28,3,28
2VYY,4,90,90,90,42.79,43.323,60.036,X-RAY DIFFRACTION,2008-07-29,2008-10-07,2VYY,6,12.69,4,1.6,Protein (only),experimental,13.594,0.2133,0.16676,NA,0.17147,1.6,OXYGEN TRANSPORT,P 21 21 21,3,5,3,5
2VYZ,4,90,90,90,42.88,43.352,59.883,X-RAY DIFFRACTION,2008-07-29,2008-10-07,2VYZ,6,12.61,5,1.8,Protein (only),experimental,11.579,0.23003,0.18841,NA,0.19276,1.8,OXYGEN TRANSPORT,P 21 21 21,4,5,4,5
2VZ0,8,90,115.6,90,74.479,90.822,82.616,X-RAY DIFFRACTION,2008-07-29,2009-09-22,2VZ0,8,117.97,2,1.9,Protein (only),experimental,22.64,0.203,0.154,NA,0.156,1.9,OXIDOREDUCTASE,P 1 21 1,2,8,2,8
2VZ1,4,90,116.67,90,96.481,88.088,84.935,X-RAY DIFFRACTION,2008-07-29,2008-09-16,2VZ1,2,68.68,2,1.91,Protein (only),experimental,18.535,0.22272,0.17711,NA,0.17711,1.91,OXIDOREDUCTASE,C 1 2 1,1,1,1,1
2VZ3,4,90,116.67,90,96.48,88.09,84.94,X-RAY DIFFRACTION,2008-07-29,2008-09-16,2VZ3,5,68.89,2,1.9,Protein (only),experimental,18.7,0.2025,0.1685,NA,0.1685,1.9,OXIDOREDUCTASE,C 1 2 1,1,2,1,2
2VZ5,12,90,90,120,59.813,59.813,121.289,X-RAY DIFFRACTION,2008-07-30,2008-08-12,2VZ5,5,15.96,3,1.738,Protein (only),experimental,NA,0.2255,0.1735,NA,0.1761,1.738,PROTEIN BINDING,P 65 2 2,2,3,2,3
2VZD,8,90,90.33,90,133.123,37.503,70.244,X-RAY DIFFRACTION,2008-07-31,2008-10-28,2VZD,14,36.07,4,2.1,Protein (only),experimental,43.1,0.255,0.217,NA,0.219,2.1,CELL ADHESION,C 1 2 1,4,14,4,14
2VZG,8,90,90,90,74.008,94.422,41.841,X-RAY DIFFRACTION,2008-08-01,2008-10-28,2VZG,7,18.1,3,1.8,Protein (only),experimental,25.44,0.221,0.186,NA,0.187,1.8,CELL ADHESION,C 2 2 21,3,7,3,7
2VZI,8,90,90,90,75.42,94.6,42.17,X-RAY DIFFRACTION,2008-08-01,2008-10-28,2VZI,5,18.08,3,2.2,Protein (only),experimental,31.7,0.26,0.205,NA,0.208,2.2,CELL ADHESION,C 2 2 21,3,5,3,5
2VZL,6,90,90,120,86.888,86.888,96.372,X-RAY DIFFRACTION,2008-07-28,2009-04-21,2VZL,3,35.61,3,1.93,Protein (only),experimental,11.56,0.195,0.169,NA,0.17,1.93,OXIDOREDUCTASE,P 65,3,3,3,3
